               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.09438,            0.033092,                   0,             0.41253,             0.37891,             0.34233,             0.12378,            0.062479,             0.01926,                   0,            0.070136,           0.0033183,           0.0033183
