               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.093931,            0.033184,                   0,             0.43752,             0.33203,             0.31067,             0.11057,            0.067129,            0.018619,                   0,            0.070136,           0.0033183,           0.0033183
